===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{113, 53, 94}	3	2.311053	0.671687	0.542914	0.364668
{22, 25, 42}	3	3.119459	0.817998	0.445697	0.364579
{1, 23, 26}	3	5.313028	0.968896	0.376260	0.364557
{120, 5, 57}	3	4.973231	0.958661	0.380266	0.364546
{128, 44, 97}	3	4.960809	0.958231	0.380365	0.364477
{128, 50, 90}	3	6.200725	0.985397	0.369784	0.364384
{23, 5, 79}	3	6.480385	0.988531	0.368600	0.364372
{108, 42, 53}	3	1.827216	0.545212	0.668211	0.364317
{120, 57, 71}	3	12.908692	0.999966	0.364208	0.364196
{120, 42, 44}	3	3.065388	0.810408	0.449383	0.364184
{26, 6}	2	6.206990	0.985476	0.369547	0.364179
{120, 21, 5}	3	2.869079	0.780425	0.466340	0.363944
{12, 22, 97}	3	3.934787	0.903526	0.402786	0.363927
{104, 23, 36}	3	10.379086	0.999646	0.363938	0.363809
{50, 71, 94}	3	3.453357	0.859099	0.423342	0.363692
{21, 26, 71}	3	2.920184	0.788609	0.461085	0.363616
{22, 56, 71}	3	4.856220	0.954440	0.380641	0.363299
{104, 113, 128}	3	6.943429	0.992335	0.366064	0.363258
{50, 71, 97}	3	3.372417	0.849997	0.427319	0.363220
{120, 6, 9}	3	2.739957	0.758499	0.478850	0.363207
{5, 71}	2	14.479141	0.999992	0.363167	0.363164
{128, 22, 88}	3	5.704749	0.977672	0.371387	0.363095
{104, 113, 120}	3	5.462391	0.972578	0.373258	0.363022
{23, 25}	2	11.155989	0.999826	0.363042	0.362979
{12, 23, 5}	3	4.341922	0.930494	0.390026	0.362917
{113, 39, 44}	3	2.335008	0.677139	0.535416	0.362551
{12, 5, 88}	3	3.830726	0.895203	0.404920	0.362485
{36, 53, 90}	3	4.786829	0.951744	0.380730	0.362357
{128, 44, 90}	3	3.969686	0.906176	0.399786	0.362276
{1, 22, 67}	3	5.093953	0.962621	0.376321	0.362254
{44, 57, 71}	3	3.826890	0.894884	0.404763	0.362215
{23, 26, 6}	3	2.849694	0.777249	0.465892	0.362114
{104, 12, 88}	3	6.745586	0.990891	0.365392	0.362064
{39, 50, 71}	3	4.949269	0.957828	0.378005	0.362063
{120, 26, 90}	3	5.001331	0.959617	0.377228	0.361994
{26, 36, 97}	3	5.812521	0.979631	0.369396	0.361872
{1, 23, 53}	3	5.998942	0.982633	0.368173	0.361779
{25, 42, 79}	3	6.855359	0.991722	0.364789	0.361769
{128, 26, 90}	3	5.697274	0.977530	0.370034	0.361719
{108, 120, 44}	3	3.345569	0.846861	0.427015	0.361622
{113, 25, 94}	3	2.418124	0.695484	0.519435	0.361259
{108, 21, 5}	3	1.677021	0.499585	0.723008	0.361203
{113, 50, 97}	3	2.223457	0.651112	0.554729	0.361190
{23, 26, 9}	3	2.429974	0.698028	0.516883	0.360799
{108, 120, 79}	3	7.088358	0.993248	0.363184	0.360732
{104, 39, 6}	3	2.592225	0.731110	0.493015	0.360448
{104, 113, 22}	3	3.258917	0.836330	0.430889	0.360366
{36, 44, 88}	3	5.194230	0.965631	0.373093	0.360271
{21, 25, 5}	3	3.052420	0.808546	0.445577	0.360269
{128, 39, 71}	3	12.656468	0.999956	0.360258	0.360243
{104, 128, 88}	3	12.372950	0.999943	0.360048	0.360028
{36, 42, 44}	3	2.871328	0.780791	0.460973	0.359924
{128, 44, 94}	3	4.904247	0.956220	0.376387	0.359909
{12, 120, 90}	3	6.302965	0.986629	0.364575	0.359701
{1, 128, 9}	3	4.552501	0.941472	0.382025	0.359666
{56, 67, 79}	3	13.946270	0.999987	0.359465	0.359461
{1, 50, 88}	3	4.154306	0.919094	0.390904	0.359277
{23, 79}	2	26.191717	1.000000	0.359273	0.359273
{22, 23, 5}	3	2.989064	0.799212	0.449508	0.359252
{113, 120, 9}	3	2.355202	0.681677	0.526989	0.359237
{120, 128, 90}	3	12.930831	0.999966	0.359231	0.359219
{5, 56, 9}	3	2.287195	0.666182	0.539091	0.359133
{1, 53, 88}	3	4.472659	0.937519	0.383066	0.359132
{108, 44, 57}	3	2.048191	0.606881	0.591668	0.359072
{5, 57, 9}	3	2.093634	0.618745	0.580290	0.359052
{1, 104, 56}	3	11.581553	0.999883	0.358941	0.358899
{21, 6, 9}	3	1.651741	0.491619	0.729577	0.358674
{120, 36, 97}	3	11.818332	0.999906	0.358594	0.358560
{1, 12, 23}	3	6.251248	0.986019	0.363608	0.358524
{108, 39, 50}	3	2.154361	0.634166	0.564910	0.358246
{1, 128, 23}	3	12.146328	0.999930	0.358264	0.358239
{108, 25, 71}	3	3.153605	0.822650	0.435459	0.358230
{22, 56, 6}	3	2.859767	0.778904	0.459912	0.358227
{108, 12, 39}	3	2.211134	0.648136	0.552507	0.358100
{104, 25, 94}	3	5.414676	0.971450	0.368555	0.358033
{1, 22, 56}	3	5.228937	0.966618	0.370281	0.357920
{22, 36, 88}	3	4.125377	0.917187	0.390171	0.357860
{108, 44, 56}	3	2.218757	0.649979	0.550469	0.357793
{12, 21, 36}	3	4.113589	0.916398	0.390260	0.357634
{53, 56, 6}	3	3.688420	0.882736	0.404995	0.357504
{6, 79, 9}	3	2.891794	0.784097	0.455574	0.357214
{26, 5, 90}	3	2.813210	0.771162	0.463048	0.357085
{1, 79, 88}	3	13.142126	0.999972	0.357075	0.357065
{1, 120, 39}	3	11.659581	0.999891	0.357091	0.357052
{128, 57, 71}	3	13.580172	0.999982	0.357015	0.357008
{39, 5, 79}	3	6.732578	0.990787	0.360233	0.356914
{107}	1	1.411623	0.412173	0.865591	0.356773
{44, 79, 90}	3	4.309973	0.928666	0.383703	0.356332
{108, 22, 79}	3	3.341698	0.846404	0.420816	0.356180
{50, 57, 71}	3	4.727004	0.949299	0.374761	0.355760
{120, 21, 79}	3	7.522724	0.995392	0.357244	0.355598
{104, 113, 21}	3	1.912575	0.569814	0.623985	0.355555
{26, 67, 9}	3	2.726382	0.756087	0.470114	0.355447
{104, 25, 97}	3	4.846869	0.954085	0.372533	0.355428
{104, 36, 39}	3	10.075283	0.999534	0.355572	0.355406
{25, 36, 90}	3	7.269875	0.994243	0.357251	0.355194
{108, 44, 67}	3	2.170680	0.638226	0.556509	0.355178
{108, 36, 5}	3	2.604247	0.733434	0.483870	0.354887
{36, 79, 90}	3	13.445597	0.999979	0.354738	0.354731
{120, 36, 94}	3	10.973913	0.999795	0.354616	0.354544
{108, 128, 79}	3	7.635870	0.995830	0.355990	0.354506
{1, 25, 88}	3	6.213089	0.985552	0.359587	0.354392
{25, 56, 67}	3	5.749039	0.978499	0.361978	0.354195
{104, 50, 88}	3	4.472717	0.937522	0.377794	0.354191
{1, 120, 57}	3	11.846199	0.999908	0.353848	0.353815
{1, 79, 9}	3	5.236527	0.966830	0.365942	0.353804
{12, 128, 90}	3	6.575454	0.989439	0.357382	0.353607
{104, 108, 26}	3	2.975531	0.797167	0.443555	0.353588
{120, 50, 90}	3	4.472795	0.937526	0.376978	0.353426
{26, 36, 94}	3	5.246984	0.967120	0.365419	0.353404
{120, 6}	2	11.192571	0.999832	0.353343	0.353283
{21, 26, 9}	3	2.012658	0.597409	0.591347	0.353276
{36, 6, 71}	3	5.856428	0.980381	0.360178	0.353112
{12, 25, 42}	3	4.078738	0.914023	0.386216	0.353010
{120, 22, 23}	3	5.368759	0.970322	0.363688	0.352894
{50, 88, 9}	3	2.277314	0.663881	0.531526	0.352870
{1, 21, 25}	3	3.303428	0.841819	0.419158	0.352855
{113, 25, 67}	3	3.061561	0.809860	0.435696	0.352853
{120, 26, 97}	3	6.261629	0.986144	0.357807	0.352849
{23, 71, 79}	3	12.688643	0.999958	0.352542	0.352527
{42, 44, 79}	3	3.187730	0.827192	0.426107	0.352472
{104, 120, 9}	3	4.459911	0.936865	0.376109	0.352364
{104, 36, 57}	3	11.652139	0.999890	0.352328	0.352289
{53, 6}	2	6.220335	0.985642	0.357415	0.352283
{104, 120, 23}	3	10.379321	0.999646	0.352348	0.352224
{12, 56, 67}	3	4.235401	0.924223	0.380892	0.352029
{12, 22, 94}	3	3.687807	0.882679	0.398809	0.352020
{1, 113, 5}	3	2.667718	0.745422	0.472187	0.351979
{1, 26, 39}	3	4.918462	0.956734	0.367894	0.351977
{113, 26, 71}	3	3.495139	0.863597	0.407530	0.351942
{104, 128, 9}	3	4.828350	0.953375	0.368916	0.351715
{1, 113, 79}	3	5.287153	0.968211	0.363091	0.351548
{128, 36, 97}	3	13.356035	0.999977	0.351400	0.351392
{1, 36, 9}	3	3.617033	0.875976	0.400808	0.351098
{1, 44, 57}	3	3.766824	0.889765	0.394402	0.350925
{108, 22, 67}	3	2.066662	0.611737	0.573586	0.350884
{53, 6, 88}	3	2.650311	0.742181	0.472697	0.350827
{1, 26, 57}	3	5.066311	0.961748	0.364650	0.350702
{25, 39}	2	11.159638	0.999827	0.350493	0.350432
{44, 9, 94}	3	2.023949	0.600438	0.583605	0.350418
{120, 22, 39}	3	6.256191	0.986079	0.355321	0.350375
{21, 25, 36}	3	4.578431	0.942704	0.371346	0.350070
{22, 36, 57}	3	5.076128	0.962060	0.363667	0.349870
{1, 128, 39}	3	10.604622	0.999712	0.349898	0.349797
{113, 25, 39}	3	2.626856	0.737759	0.474098	0.349770
{128, 21, 79}	3	8.957500	0.998718	0.350050	0.349601
{128, 22, 23}	3	5.856043	0.980374	0.356494	0.349498
{21, 50, 71}	3	2.738354	0.758216	0.460835	0.349413
{108, 26, 71}	3	2.679990	0.747686	0.467025	0.349188
{120, 44, 88}	3	5.198993	0.965768	0.361504	0.349129
{108, 12, 88}	3	2.045831	0.606257	0.575767	0.349063
{53, 57, 71}	3	4.772933	0.951187	0.366923	0.349013
{5, 57, 79}	3	5.696042	0.977506	0.356990	0.348960
{12, 36, 97}	3	5.725565	0.978065	0.356744	0.348919
{104, 36, 9}	3	3.875801	0.898887	0.387699	0.348498
{113, 26, 67}	3	2.667886	0.745453	0.467262	0.348322
{22, 79, 88}	3	5.840948	0.980120	0.355305	0.348241
{12, 57, 71}	3	5.042537	0.960981	0.362359	0.348220
{12, 21, 5}	3	2.690622	0.749633	0.464491	0.348198
{104, 12, 23}	3	7.112785	0.993391	0.350499	0.348182
{113, 120, 6}	3	2.592782	0.731218	0.475998	0.348059
{108, 42, 44}	3	1.655772	0.492895	0.706051	0.348009
{39, 53, 56}	3	3.139964	0.820804	0.423859	0.347905
{22, 42, 53}	3	2.646033	0.741380	0.469176	0.347837
{44, 5, 94}	3	2.643597	0.740922	0.469401	0.347789
{128, 26, 97}	3	6.792864	0.991258	0.350613	0.347548
{1, 5}	2	10.733500	0.999744	0.347626	0.347537
{128, 36, 94}	3	11.741738	0.999899	0.347423	0.347387
{50, 79, 90}	3	5.930025	0.981577	0.353701	0.347185
{120, 26, 94}	3	5.888108	0.980905	0.353829	0.347073
{44, 79, 97}	3	4.800108	0.952272	0.364282	0.346895
{120, 22, 57}	3	6.184949	0.985198	0.352078	0.346866
{1, 36, 6}	3	6.800811	0.991319	0.349817	0.346780
{39, 79}	2	25.375758	1.000000	0.346724	0.346723
{12, 39, 71}	3	4.704232	0.948338	0.365602	0.346714
{26, 79, 90}	3	5.796780	0.979356	0.353951	0.346644
{1, 128, 57}	3	12.118386	0.999928	0.346654	0.346629
{36, 5, 67}	3	5.419694	0.971570	0.356697	0.346556
{12, 6}	2	6.472889	0.988456	0.350568	0.346521
{23, 25, 71}	3	5.608347	0.975766	0.355055	0.346450
{104, 21, 25}	3	3.395337	0.852628	0.406049	0.346209
{44, 79, 94}	3	5.027102	0.960476	0.360305	0.346064
{25, 57}	2	13.307691	0.999976	0.345627	0.345619
{104, 50, 94}	3	3.493578	0.863431	0.399872	0.345262
{104, 128, 23}	3	11.480624	0.999871	0.345155	0.345110
{25, 6, 94}	3	2.594557	0.731562	0.471296	0.344782
{1, 39, 44}	3	3.525614	0.866794	0.397646	0.344677
{1, 108, 22}	3	2.364818	0.683820	0.503494	0.344299
{25, 5, 88}	3	3.790723	0.891829	0.386006	0.344251
{104, 108, 25}	3	3.252667	0.835545	0.411989	0.344236
{39, 71, 79}	3	14.128110	0.999989	0.344176	0.344172
{113, 128, 22}	3	4.042982	0.911521	0.377403	0.344011
{104, 79, 88}	3	13.001655	0.999968	0.343965	0.343954
{104, 120, 39}	3	11.649376	0.999890	0.343982	0.343944
{128, 22, 39}	3	6.342525	0.987078	0.348128	0.343629
{44, 56, 71}	3	4.626405	0.944918	0.363564	0.343538
{108, 26, 36}	3	3.285642	0.839646	0.408853	0.343292
{22, 57, 9}	3	2.105129	0.621702	0.552102	0.343243
{120, 53, 90}	3	4.329200	0.929771	0.369140	0.343216
{120, 79, 90}	3	12.364072	0.999943	0.343149	0.343129
{36, 53, 94}	3	5.013817	0.960035	0.357331	0.343051
{12, 36, 94}	3	5.423027	0.971650	0.352767	0.342766
{128, 53, 90}	3	4.668672	0.946801	0.361946	0.342691
{128, 6}	2	10.992170	0.999798	0.342552	0.342483
{25, 39, 71}	3	6.383474	0.987528	0.346688	0.342364
{1, 23, 79}	3	12.680219	0.999957	0.342181	0.342167
{120, 6, 71}	3	5.915206	0.981342	0.348588	0.342084
{44, 67, 71}	3	4.253233	0.925309	0.369604	0.341998
{57, 79}	2	25.644753	1.000000	0.341858	0.341858
{128, 22, 57}	3	6.684013	0.990389	0.344884	0.341569
{108, 22, 36}	3	2.690103	0.749538	0.455682	0.341551
{21, 39, 50}	3	2.063703	0.610962	0.558970	0.341509
{25, 57, 71}	3	7.287262	0.994330	0.343445	0.341497
{1, 53, 57}	3	4.946314	0.957724	0.356563	0.341489
{36, 67}	2	24.577574	1.000000	0.341419	0.341419
{113, 12, 39}	3	2.403246	0.692265	0.493012	0.341295
{1, 12, 57}	3	5.335376	0.969476	0.351998	0.341253
{104, 113, 79}	3	5.562490	0.974805	0.349981	0.341164
{104, 22, 67}	3	4.496939	0.938747	0.363211	0.340964
{57, 71, 79}	3	13.750394	0.999984	0.340932	0.340927
{104, 26, 39}	3	5.037442	0.960815	0.354785	0.340882
{12, 39, 5}	3	3.805608	0.893096	0.381660	0.340859
{104, 120, 57}	3	10.840115	0.999768	0.340738	0.340659
{36, 67, 71}	3	13.057628	0.999970	0.340639	0.340629
{12, 79, 90}	3	8.402826	0.997892	0.341299	0.340579
{104, 23, 26}	3	4.469665	0.937366	0.363151	0.340405
{104, 22, 56}	3	4.819217	0.953021	0.357171	0.340392
{26, 67}	2	9.528385	0.999234	0.340239	0.339978
{120, 128, 97}	3	12.508804	0.999950	0.339810	0.339793
{128, 26, 94}	3	5.798982	0.979395	0.346636	0.339493
{22, 5}	2	6.090299	0.983942	0.344971	0.339431
{104, 25, 88}	3	5.808535	0.979562	0.346478	0.339397
{12, 53, 90}	3	4.226299	0.923663	0.367290	0.339252
{1, 50, 97}	3	3.087242	0.813509	0.416958	0.339199
{104, 26, 57}	3	5.161420	0.964673	0.351541	0.339122
{71}	1	52.641127	1.000000	0.339080	0.339080
{104, 53, 88}	3	4.110813	0.916211	0.369957	0.338958
{44, 6}	2	3.119573	0.818014	0.414174	0.338800
{113, 23, 9}	3	1.620685	0.481725	0.703252	0.338774
{50, 67}	2	7.474622	0.995192	0.339864	0.338230
{128, 21, 26}	3	3.663307	0.880398	0.384129	0.338187
{22, 26, 90}	3	2.849824	0.777270	0.434859	0.338003
{5, 50, 90}	3	2.588090	0.730307	0.462798	0.337984
{22, 26, 97}	3	3.085848	0.813312	0.415438	0.337881
{128, 44, 88}	3	4.833726	0.953582	0.354310	0.337864
{53, 79, 90}	3	5.623512	0.976076	0.345864	0.337589
{1, 5, 71}	3	5.771691	0.978910	0.344777	0.337506
{108, 23, 25}	3	2.108787	0.622640	0.541960	0.337446
{113, 50, 88}	3	2.169486	0.637930	0.528674	0.337257
{25, 57, 6}	3	2.978643	0.797639	0.422715	0.337174
{120, 25, 90}	3	5.592891	0.975446	0.345661	0.337174
{108, 26, 79}	3	3.909268	0.901544	0.373987	0.337165
{113, 53, 57}	3	2.356755	0.682024	0.494333	0.337147
{113, 44, 57}	3	2.149801	0.633025	0.532173	0.336879
{104, 128, 39}	3	11.272744	0.999844	0.336788	0.336736
{104, 39, 44}	3	3.609458	0.875238	0.384536	0.336561
{104, 23, 53}	3	4.692429	0.947832	0.355063	0.336541
{128, 25, 90}	3	7.254736	0.994165	0.338468	0.336493
{26, 39, 5}	3	3.401782	0.853360	0.394312	0.336490
{1, 23, 25}	3	5.568181	0.974927	0.344694	0.336051
{128, 79, 90}	3	15.173160	0.999996	0.335955	0.335954
{12, 21, 79}	3	4.631770	0.945161	0.355394	0.335905
{26, 36, 88}	3	5.732094	0.978186	0.343342	0.335852
{120, 128, 94}	3	11.635707	0.999888	0.335833	0.335795
{108, 12, 56}	3	2.263945	0.660747	0.508065	0.335702
{108, 50, 97}	3	1.831000	0.546323	0.614224	0.335565
{22, 23, 79}	3	6.205517	0.985457	0.340411	0.335461
{12, 120, 97}	3	5.429132	0.971796	0.345154	0.335420
{36, 79, 97}	3	12.729146	0.999959	0.335317	0.335304
{1, 21, 53}	3	2.732609	0.757196	0.442637	0.335163
{104, 79, 9}	3	4.736751	0.949705	0.352833	0.335087
{25, 6, 88}	3	2.667744	0.745427	0.449219	0.334860
{22, 39, 9}	3	2.031335	0.602409	0.555345	0.334545
{36, 56, 71}	3	11.212678	0.999835	0.334599	0.334544
{113, 44, 90}	3	1.856291	0.553701	0.604152	0.334520
{128, 5, 67}	3	6.581571	0.989494	0.337914	0.334364
{108, 120, 22}	3	2.704285	0.752116	0.444092	0.334009
{22, 9, 94}	3	1.863964	0.555923	0.600682	0.333933
{22, 36, 39}	3	4.020051	0.909880	0.366911	0.333845
{113, 23, 25}	3	2.401459	0.691876	0.482465	0.333806
{1, 39, 79}	3	12.276781	0.999938	0.333815	0.333794
{1, 120, 6}	3	6.310085	0.986711	0.338228	0.333733
{108, 26, 9}	3	1.872645	0.558427	0.597287	0.333541
{104, 128, 57}	3	11.963469	0.999917	0.333545	0.333517
{1, 12, 39}	3	4.495307	0.938665	0.355242	0.333453
{1, 12, 21}	3	2.749421	0.760169	0.438072	0.333009
{104, 21, 26}	3	2.753437	0.760874	0.437615	0.332970
{113, 50, 56}	3	2.547005	0.722213	0.460972	0.332920
{25, 36, 97}	3	6.140165	0.984616	0.337830	0.332633
{26, 79, 97}	3	7.243317	0.994107	0.334530	0.332559
{120, 36, 88}	3	12.099005	0.999927	0.332539	0.332515
{104, 50, 97}	3	3.158839	0.823353	0.403849	0.332510
{36, 56}	2	22.070924	1.000000	0.332359	0.332359
{104, 12, 57}	3	5.854360	0.980346	0.338889	0.332228
{113, 44, 71}	3	2.741512	0.758774	0.437282	0.331798
{113, 36, 6}	3	2.348065	0.680079	0.487588	0.331599
{108, 21, 26}	3	1.714722	0.511313	0.647990	0.331326
{36, 79, 94}	3	12.424827	0.999946	0.331340	0.331322
{26, 56}	2	10.976535	0.999795	0.331179	0.331111
{113, 120, 36}	3	5.721069	0.977980	0.338555	0.331100
{120, 5, 67}	3	4.980776	0.958920	0.345107	0.330930
{128, 6, 71}	3	5.329225	0.969317	0.341395	0.330920
{1, 57, 79}	3	12.015301	0.999921	0.330571	0.330545
{44, 79, 88}	3	5.681159	0.977220	0.338227	0.330522
{36, 53, 97}	3	4.084594	0.914426	0.361309	0.330390
{22, 23, 36}	3	3.661393	0.880218	0.375277	0.330326
{3, 90}	2	1.857103	0.553937	0.596254	0.330287
{113, 53, 56}	3	2.580676	0.728861	0.453135	0.330272
{1, 36, 67}	3	12.919284	0.999966	0.330279	0.330267
{12, 22, 23}	3	4.059767	0.912704	0.361838	0.330251
{36, 5, 56}	3	4.558645	0.941766	0.350657	0.330237
{50, 56}	2	8.284738	0.997657	0.330804	0.330028
{104, 39, 50}	3	4.339914	0.930380	0.354535	0.329852
{21, 50, 94}	3	1.827134	0.545188	0.604307	0.329461
{26, 67, 71}	3	5.326311	0.969242	0.339852	0.329399
{1, 25, 57}	3	6.486822	0.988595	0.333084	0.329285
{104, 23, 79}	3	11.695003	0.999894	0.329072	0.329037
{120, 67, 71}	3	11.481701	0.999871	0.329050	0.329007
{104, 36, 6}	3	5.652528	0.976659	0.336708	0.328849
{22, 39, 79}	3	6.670405	0.990275	0.332045	0.328816
{12, 128, 94}	3	6.114189	0.984269	0.333983	0.328729
{104, 50, 57}	3	4.436850	0.935665	0.351291	0.328691
{108, 128, 50}	3	3.312379	0.842903	0.389819	0.328580
{120, 5, 56}	3	5.304038	0.968660	0.339067	0.328441
{12, 120, 94}	3	5.092223	0.962567	0.341177	0.328406
{120, 26, 88}	3	6.608429	0.989737	0.331752	0.328347
{120, 42, 50}	3	2.881753	0.782480	0.419382	0.328158
{104, 5, 71}	3	6.571886	0.989406	0.331668	0.328154
{104, 44, 57}	3	3.464289	0.860289	0.381293	0.328022
{23, 25, 9}	3	2.329405	0.675870	0.485316	0.328011
{104, 5}	2	11.668587	0.999892	0.327962	0.327926
{108, 12, 67}	3	2.168798	0.637759	0.514105	0.327875
{128, 5, 56}	3	6.409187	0.987802	0.331874	0.327825
{25, 36, 94}	3	5.951174	0.981908	0.333853	0.327812
{53, 67}	2	9.125607	0.998898	0.328107	0.327745
{12, 5, 57}	3	3.517577	0.865958	0.378416	0.327693
{50, 6}	2	3.738930	0.887310	0.369172	0.327570
{22, 26, 88}	3	3.298418	0.841210	0.389384	0.327553
{26, 79, 94}	3	6.715725	0.990651	0.330553	0.327463
{1, 21, 26}	3	2.567091	0.726195	0.450725	0.327314
{1, 39, 50}	3	3.762886	0.889422	0.367644	0.326991
{1, 25, 39}	3	5.430057	0.971818	0.336328	0.326849
{12, 128, 97}	3	5.246817	0.967115	0.337961	0.326847
{113, 128, 36}	3	6.229036	0.985749	0.331361	0.326639
{120, 21, 26}	3	3.245780	0.834677	0.391323	0.326628
{12, 44, 94}	3	3.415678	0.854927	0.381731	0.326352
{120, 23, 44}	3	4.553659	0.941528	0.346610	0.326343
{128, 36, 9}	3	5.607537	0.975750	0.334213	0.326108
{113, 50, 71}	3	2.998239	0.800589	0.407280	0.326064
{120, 36, 9}	3	4.869021	0.954921	0.341407	0.326016
{25, 6, 67}	3	3.296638	0.840993	0.387557	0.325932
{12, 36, 88}	3	6.187938	0.985236	0.330689	0.325807
{50, 6, 90}	3	2.095598	0.619252	0.526011	0.325733
{1, 108, 26}	3	2.502097	0.713132	0.456665	0.325662
{26, 71, 9}	3	2.951659	0.793514	0.410382	0.325644
{1, 128, 6}	3	6.065198	0.983593	0.331034	0.325603
{22, 57, 79}	3	6.667804	0.990253	0.328801	0.325596
{1, 50, 57}	3	3.804720	0.893021	0.364400	0.325417
{12, 56, 6}	3	3.080542	0.812563	0.400431	0.325375
{128, 36, 88}	3	12.064058	0.999925	0.325345	0.325321
{108, 23, 53}	3	1.931661	0.575181	0.565438	0.325229
{22, 25, 90}	3	3.035094	0.806032	0.403293	0.325067
{104, 12, 39}	3	4.728888	0.949378	0.342132	0.324813
{113, 39, 6}	3	1.692203	0.504329	0.643895	0.324735
{23, 36, 44}	3	3.966768	0.905957	0.358200	0.324514
{5, 71, 9}	3	2.297150	0.668488	0.485399	0.324484
{108, 120, 5}	3	2.379300	0.687025	0.472280	0.324468
{108, 12, 36}	3	3.123376	0.818537	0.396200	0.324305
{25, 67, 9}	3	2.634935	0.739289	0.438548	0.324214
{1, 36, 56}	3	11.610594	0.999886	0.324239	0.324202
{21, 26, 67}	3	2.107041	0.622192	0.520817	0.324049
{120, 67}	2	22.914870	1.000000	0.324035	0.324034
{108, 50, 79}	3	3.520438	0.866256	0.373737	0.323752
{36, 44, 57}	3	4.407320	0.934097	0.346590	0.323749
{120, 79, 97}	3	12.192626	0.999933	0.323728	0.323706
{113, 5, 79}	3	3.215302	0.830784	0.389509	0.323598
{6, 71, 79}	3	7.361525	0.994689	0.325312	0.323584
{1, 71}	2	23.874660	1.000000	0.323539	0.323539
{26, 56, 71}	3	5.304260	0.968665	0.333812	0.323352
{108, 120, 26}	3	3.086961	0.813469	0.397263	0.323161
{25, 42, 44}	3	2.713541	0.753786	0.428620	0.323088
{120, 56, 71}	3	11.383730	0.999859	0.323010	0.322964
{104, 23, 25}	3	5.523257	0.973954	0.331585	0.322948
{23, 25, 5}	3	3.556871	0.870002	0.371112	0.322868
{113, 44, 56}	3	2.244782	0.656213	0.490974	0.322184
{1, 108, 25}	3	2.734015	0.757446	0.425098	0.321989
{128, 67, 71}	3	12.661322	0.999957	0.321856	0.321842
{25, 5, 94}	3	2.919583	0.788514	0.408083	0.321779
{128, 26, 88}	3	6.759407	0.991000	0.324558	0.321637
{108, 22, 71}	3	2.120207	0.625554	0.513854	0.321444
{25, 79, 90}	3	8.030897	0.997063	0.322385	0.321438
{22, 26, 39}	3	3.630307	0.877260	0.366124	0.321186
{21, 26, 36}	3	2.973377	0.796840	0.402913	0.321057
{12, 67}	2	9.715842	0.999354	0.321260	0.321052
{12, 25, 90}	3	4.398984	0.933647	0.343812	0.320999
{22, 71}	2	10.750933	0.999748	0.320884	0.320803
{21, 50, 56}	3	2.112077	0.623481	0.514527	0.320798
{104, 39, 79}	3	11.440230	0.999866	0.320706	0.320663
{113, 120, 22}	3	3.234543	0.833251	0.384597	0.320466
{39, 44, 5}	3	2.719500	0.754856	0.424064	0.320107
{1, 44, 56}	3	3.962586	0.905642	0.353203	0.319876
{120, 79, 94}	3	11.953558	0.999917	0.319750	0.319724
{23, 50, 94}	3	2.035132	0.603420	0.529842	0.319717
{113, 44, 67}	3	2.185784	0.641951	0.497014	0.319059
{113, 53, 97}	3	1.961198	0.583390	0.546891	0.319051
{5, 67, 79}	3	6.772216	0.991100	0.321831	0.318967
{12, 79, 97}	3	6.679929	0.990355	0.321878	0.318773
{53, 56}	2	9.047702	0.998818	0.319047	0.318670
{1, 120, 67}	3	11.893144	0.999912	0.318689	0.318661
{39, 5, 9}	3	1.829871	0.545992	0.583534	0.318605
{6, 79}	2	13.359165	0.999977	0.318428	0.318421
{53, 6, 67}	3	2.833045	0.774489	0.411035	0.318342
{128, 23, 44}	3	4.472547	0.937513	0.339417	0.318208
{22, 6, 67}	3	2.359456	0.682627	0.465952	0.318071
{41, 90}	2	1.589073	0.471532	0.673996	0.317811
{104, 113, 6}	3	2.053659	0.608323	0.522291	0.317722
{113, 12, 56}	3	2.477506	0.708055	0.448570	0.317612
{120, 23, 36}	3	10.495375	0.999682	0.317646	0.317545
{128, 50, 97}	3	3.968991	0.906123	0.350363	0.317472
{104, 53, 57}	3	4.237429	0.924347	0.343453	0.317470
{104, 57, 79}	3	11.056808	0.999810	0.317462	0.317402
{22, 53, 90}	3	2.657376	0.743501	0.426772	0.317305
{104, 36, 67}	3	11.889478	0.999912	0.317169	0.317141
{22, 23, 26}	3	3.345416	0.846843	0.374490	0.317135
{128, 53, 94}	3	4.446179	0.936153	0.338548	0.316933
{113, 36, 5}	3	2.674127	0.746606	0.424375	0.316841
{22, 42, 44}	3	2.117561	0.624880	0.507015	0.316824
{113, 120, 128}	3	6.683618	0.990386	0.319772	0.316697
{128, 79, 97}	3	13.925015	0.999987	0.316534	0.316530
